extra1
Ague Weed: Eupatorium perfoliatum
Stickywilly: Galium aparine
"Strawberry, Virginia: Fragaria virginiana"
"Sumac, Staghorn: Rhus hirta"
Swampberry: Rubus hispidus
Sweetflag: Acorus calamus
Sweetgrass: Hierochloe odorata
Tacmahac: Populus balsamifera
Tamarack: Larix laricina
"Tansy, Common: Tanacetum vulgare"
Teaberry: Gaultheria procumbens
"Tea, Bog: Ledum groenlandicum"
"Tea, Labrador: Ledum groenlandicum"
Thoroughwort: Eupatorium perfoliatum
"Touch-Me-Not, Spotted: Impatiens capensis"
"Twisted Stalk, Clasping-leave: Streptopus amplexifolius"
"Twisted Stalk, Claspleaf: Streptopus amplexifolius"
"Valerian, Wild: Senecio aureus"
"Violet, Hooked: Viola adunca"
Virgin Mary’s Sock: Sarracenia purpurea
"Waterlily, American White: Nymphaea odorata"
Water Nymph: Nymphaea odorata
Waxweed: Senecio aureus
Whippoorwill’s Moccasins: Sarracenia purpurea
Willow Herb: Epilobium angustifolium
"Willow, Shining: Salix lucida"
"Willow, Yellow: Salix lucida"
Yellow Stems: Coptis trifolia
NA
NA
NA
NA
NA
NA
NA
"Ash, Basket: Fraxinus nigra"
NA
NA
NA
NA
"Aspen, Golden: Populus tremuloides"
NA
NA
Baked-apple Berry: Rubus chamaemorus
"Barberry, Common: Berberis vulgaris"
NA
"Bedstraw, Catchweed: Galium aparine"
NA
Beggar's Buttons: Arctium minus
Bittersweet: Solanum dulcamara
NA
NA
"Blackberry, Running Swamp: Rubus hispidus"
"Bracken, Eastern: Pteridium aquilinum"
NA
Buckbean: Menyanthes trifoliata
"Bulrush, Redtinged: Scirpus microcarpus"
"Burdock, Common: Arctium minus"
"Buttercup, Meadow: Ranunculus acris"
Calamus: Acorus calamus
NA
NA
NA
NA
NA
NA
NA
"Cedar, White: Thuja occidentalis"
NA
NA
NA
NA
"Cherry, Fire: Prunus pensylvanica"
NA
NA
NA
"Club Moss, Prickly Tree: Lycopodium dendroideum"
Coolwort: Tiarella cordifolia
"Corydalis, Pink: Corydalis sempervirens"
"Cranberry, Highbush: Viburnun opulus"
Cucumber Root: Streptopus amplexifolius
NA
NA
NA
NA
NA
NA
NA
"Dogwood, Redosier: Cornus sericea"
NA
"Elder, Red: Sambucus racemosa"
NA
NA
Eldberberry: Sambucus nigra ssp. Canadensis
NA
NA
NA
NA
NA
NA
"Fern, Eagle: Pteridium aquilinum"
"Fern, Rock Cap: Polypodium virginianum"
NA
Flower-of-the-Rainbow: Iris versicolor
Ghost Plant: Monotropa uniflora
NA
NA
Goldthread: Coptis trifolia
NA
"Gooseberry, Hairy-stem: Ribes hirtellum"
NA
Groundnut: Apios Americana
NA
"Groundsel, Golden: Senecio aureus"
Handsome Harry: Rhexia virginica
"Hazelnut, Beaked: Corylus cornuta"
"Huckleberry, Black: Gaylussacia baccata"
NA
Indian Cup: Sarracenia purpurea
NA
NA
Indian Pitcher: Sarracenia purpurea
NA
NA
Indian Tobacco: Lobelia inflata
Jerusalem Artichoke: Helianthus tuberosus
"Juniper, Common: Juniperus communis"
NA
NA
NA
Lambkill: Kalmia angustifolia
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Lily, Wild Yellow: Lilium canadense"
NA
NA
NA
NA
NA
Live-Forever: Sedum telephium
NA
"Maiden's Hair, Golden: Polypodium virginianum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Mulberry, Dwarf: Rubus chamaemorus"
"Nightshade, Bitter: Solanum dulcamara"
Pigeonberry: Cornus canadensis
NA
NA
NA
NA
NA
"Pitcherplant, Purple: Sarracenia purpurea"
NA
"Puccoon, Yellow: Coptis trifolia"
NA
NA
NA
"Raspberry, Common Red: Rubus idaeus"
NA
"Raspberry, Wild Red: Rubus idaeus"
NA
NA
"Sarsaparilla, Wild: Aralia nudicaulis"
"Senecio, Golden: Senecio aureus"
NA
NA
"Skullcap, Hooded: Scutellaria galericulata"
NA
NA
NA
NA
"Solomon's Seal, False: Maianthemum racemosum ssp. Racemosum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Steeplebush: Spirea tomentosa
NA
"Strawberry, Wild: Fragaria virginiana"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Throat Root: Geum rivale
Tree of Life: Thuja occidentalis
NA
NA
"Verbena, Blue: Verbena hastata"
"Violet, Hookedspur: Viola adunca"
Water Cabbage: Nymphaea odorata
"Waterlily, Fragrant: Nymphaea odorata"
NA
NA
Whortleberry: Vaccinium corymbosum
"Willow, Glossy: Salix lucida"
NA
Wintergreen: Chimaphila umbellate
"Yew, American: Taxus canadensis"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Aspen, Trembling: Populus tremuloides"
NA
NA
Balm of Gilead: Populus balsamifera
Basswood: Tilia Cordata
NA
"Bedstraw, Dye: Galium tinctorium"
NA
"Birch, Canoe: Betula papyrifera"
NA
NA
NA
"Blackberry, Smooth: Rubus Canadensis"
Bracken Fern: Pteridium aquilinum
NA
NA
"Bulrush, Small-fruited: Scirpus microcarpus"
NA
"Buttercup, Tall: Ranunculus acris"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Cherry, Pin: Prunus pensylvanica"
NA
NA
NA
NA
NA
Crampbark: Viburnun opulus
"Cranberry, Large: Vaccinium macrocarpon"
Cure-all: Geum rivale
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Elderberry, Red: Sambucus racemosa"
NA
NA
NA
NA
NA
NA
NA
"Fern, Sweet: Comptonia peregrina"
NA
Foam Flower: Tiarella cordifolia
NA
NA
NA
NA
NA
"Goosefoot, White: Chenopodium album"
NA
NA
NA
Hackmatack: Juniperus communis
Hardhack: Spirea tomentosa
"Hemlock, Canadian: Tsuga canadensis"
Hurtleberry: Vaccinium corymbosum
NA
NA
NA
NA
NA
NA
NA
NA
Jerusalem Sunflower: Helianthus tuberosus
"Juniper, Dwarf: Juniperus communis"
NA
NA
NA
Lambsquarters: Chenopodium album
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Maple, Mountain: Acer spicatum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Mullein, Common: Verbascum thapsus"
"Nightshade, Climbing: Solanum dulcamara"
Pigweed: Chenopodium album
NA
NA
NA
NA
NA
"Pitcher Plant, Northern: Sarracenia purpurea"
NA
NA
NA
NA
NA
"Raspberry, Dwarf: Rubus pubescens var. pubescens"
NA
NA
NA
NA
NA
NA
NA
NA
"Skullcap, Marsh: Scutellaria galericulata"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Turtlehead: Chelone glabra
NA
NA
"Vervain, Blue: Verbena hastata"
"Violet, Sand: Viola adunca"
NA
NA
NA
NA
NA
NA
NA
Wintergreen: Gaultheria procumbens
"Yew, Canada: Taxus canadensis"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Aspen, Quaking: Populus tremuloides"
NA
NA
Balsam Fir: Abies balsamea
NA
NA
"Bedstraw, Stiff Marsh: Galium tinctorium"
NA
"Birch, Gray: Betula populifolia"
NA
NA
NA
Blacksnake Root: Sanicula marilandica
NA
NA
NA
Bunchberry: Cornus canadensis
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Cherry, Rum: Prunus serotina"
NA
NA
NA
NA
NA
NA
"Cranberry, Mountain: Vaccinium vitis-idaea"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Elderberry, Scarlet: Sambucus racemosa"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Gravel Plant: Epigaea repens
NA
NA
NA
Hackmatack: Larix laricina
NA
"Hemlock, Eastern: Tsuga canadensis"
Impatiens fulva: Impatiens capensis
NA
NA
NA
NA
NA
NA
NA
NA
Jewelweed: Impatiens capensis
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Muskrat Root: Acorus calamus
"Nightshade, Deadly: Solanum dulcamara"
"Pine, Pitch: Pinus rigida"
NA
NA
NA
NA
NA
"Polypody, Common: Polypodium virginianum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Violet, Blue: Viola adunca"
NA
NA
NA
NA
NA
NA
NA
NA
Witch Hazel: Hamamelis virginiana
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Avens, Chocolate: Geum rivale"
NA
NA
NA
NA
NA
"Beech, American: Fagus grandifolia"
NA
"Birch, Paper: Betula papyrifera"
NA
NA
NA
Blooming Sally: Epilobium angustifolium
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Cherry, Wild: Prunus serotina"
NA
NA
NA
NA
NA
NA
"Cranberry, Northern Mountain: Vaccinium vitis-idaea"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Hemlock, Spruce: Tsuga canadensis"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Oak, Northern Red: Quercus rubra"
NA
NA
NA
NA
NA
NA
"Polypody, Rock: Polypodium virginianum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Witch’s Moneybags: Sedum telephium
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Beech, Gray: Fagus grandifolia"
NA
"Birch, Yellow: Betula alleghaniensis"
NA
NA
NA
"Blueberry, Highbush: Vaccinium corymbosum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Chokecherry: Prunus virginiana
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Hemlock, Ground: Taxus canadensis"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Papoose Berry: Gaultheria procumbens
NA
NA
NA
NA
NA
NA
Polypody Fern: Polypodium virginianum
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Woodfern, Toothed: Dryopteris spinulosa"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Birch, White: Betula papyrifera"
NA
NA
NA
"Blueberry, Low: Vaccinium angustifolium"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Cleavers: Galium aparine
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Parsley, Chinese: Conioselinum chinense"
NA
NA
NA
NA
NA
NA
"Poplar, Balsam: Populus balsamifera"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Yarrow: Achillea millefolium
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Blueberry, Lowbush: Vaccinium angustifolium"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Parsley, Hemlock: Conioselinum chinense"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Blueberry, Low Sweet: Vaccinium angustifolium"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Parsnip, Cow: Heracleum maximum"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
"Bogbean, Common: Menyanthes trifoliata"
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Partridgeberry: Mitchella repens
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
Blueflag: Iris versicolor
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
